Category,License,Dependency,Notes
Apache,Apache-2.0 (https://www.apache.org/licenses/LICENSE-2.0),org.scala-lang # scala-compiler # 2.12.11,
Apache,Apache-2.0 (https://www.apache.org/licenses/LICENSE-2.0),org.scala-lang # scala-library # 2.12.11,
Apache,Apache-2.0 (https://www.apache.org/licenses/LICENSE-2.0),org.scala-lang # scala-reflect # 2.12.11,
Apache,Apache-2.0 (https://www.apache.org/licenses/LICENSE-2.0),org.scala-lang.modules # scala-java8-compat_2.12 # 0.9.1,
Apache,Apache-2.0 (https://www.apache.org/licenses/LICENSE-2.0),org.scala-lang.modules # scala-parser-combinators_2.12 # 1.1.2,
Apache,Apache-2.0 (https://www.apache.org/licenses/LICENSE-2.0),org.scala-lang.modules # scala-xml_2.12 # 1.2.0,
Apache,Apache2.0 (https://opensource.org/licenses/Apache-2.0),com.sksamuel.exts # exts_2.12 # 1.61.1,
Apache,"The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.fasterxml.woodstox # woodstox-core # 5.0.3,
Apache,"The Apache License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)",org.agrona # agrona # 1.4.1,
Apache,"The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",software.amazon.ion # ion-java # 1.0.2,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.carrotsearch # hppc # 0.7.1,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.fasterxml.jackson.core # jackson-annotations # 2.10.4,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.fasterxml.jackson.core # jackson-core # 2.10.4,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.fasterxml.jackson.core # jackson-databind # 2.10.4,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.fasterxml.jackson.dataformat # jackson-dataformat-cbor # 2.10.3,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.fasterxml.jackson.datatype # jackson-datatype-jdk8 # 2.10.4,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.fasterxml.jackson.datatype # jackson-datatype-jsr310 # 2.10.4,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.fasterxml.jackson.jaxrs # jackson-jaxrs-base # 2.9.8,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.fasterxml.jackson.jaxrs # jackson-jaxrs-json-provider # 2.9.8,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.fasterxml.jackson.module # jackson-module-jaxb-annotations # 2.9.8,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.fasterxml.jackson.module # jackson-module-parameter-names # 2.10.3,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.fasterxml.jackson.module # jackson-module-paranamer # 2.10.3,
Apache,"The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)",com.fasterxml.jackson.module # jackson-module-scala_2.12 # 2.10.3,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.github.jknack # handlebars # 4.1.2,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.github.jnr # jffi # 1.2.18,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.github.jnr # jnr-a64asm # 1.0.0,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.github.jnr # jnr-constants # 0.9.12,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.github.jnr # jnr-ffi # 2.1.9,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.google.code.findbugs # jsr305 # 3.0.2,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.google.code.gson # gson # 2.2.4,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.google.guava # failureaccess # 1.0.1,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.google.guava # listenablefuture # 9999.0-empty-to-avoid-conflict-with-guava,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.google.inject # guice # 4.2.3,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.google.inject.extensions # guice-assistedinject # 4.2.3,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.google.j2objc # j2objc-annotations # 1.3,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",com.nimbusds # nimbus-jose-jwt # 4.41.1,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",commons-cli # commons-cli # 1.2,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",commons-configuration # commons-configuration # 1.10,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",commons-lang # commons-lang # 2.6,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",commons-logging # commons-logging # 1.1.3,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",io.sgr # s2-geometry-library-java # 1.0.0,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",io.vavr # vavr # 0.9.0,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",io.vavr # vavr-match # 0.9.0,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",javax.inject # javax.inject # 1,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",log4j # log4j # 1.2.17,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",net.bytebuddy # byte-buddy # 1.8.15,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",net.minidev # accessors-smart # 1.2,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",net.minidev # json-smart # 2.3,
Apache,"The Apache Software License, Version 2.0 (src/assemble/EHCACHE-CORE-LICENSE.txt)",net.sf.ehcache # ehcache # 2.10.6,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.apache.avro # avro # 1.7.7,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.apache.commons # commons-math3 # 3.1.1,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.apache.curator # curator-client # 2.13.0,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.apache.curator # curator-framework # 2.13.0,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.apache.curator # curator-recipes # 2.13.0,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.apache.htrace # htrace-core4 # 4.1.0-incubating,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.apache.ivy # ivy # 2.3.0,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.apache.zookeeper # zookeeper # 3.4.13,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.codehaus.groovy # groovy # 2.5.7,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.codehaus.groovy # groovy-cli-picocli # 2.5.7,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.codehaus.groovy # groovy-console # 2.5.7,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.codehaus.groovy # groovy-groovysh # 2.5.7,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.codehaus.groovy # groovy-json # 2.5.7,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.codehaus.groovy # groovy-jsr223 # 2.5.7,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.codehaus.groovy # groovy-swing # 2.5.7,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.codehaus.groovy # groovy-templates # 2.5.7,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.codehaus.groovy # groovy-xml # 2.5.7,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.codehaus.jackson # jackson-core-asl # 1.9.13,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.codehaus.jackson # jackson-jaxrs # 1.9.2,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.codehaus.jackson # jackson-mapper-asl # 1.9.13,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.codehaus.jackson # jackson-xc # 1.9.2,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.ehcache # jcache # 1.0.1,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.elasticsearch.client # elasticsearch-rest-client # 6.7.2,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.janusgraph # janusgraph # 0.5.2,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.janusgraph # janusgraph-berkeleyje # 0.5.2,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.janusgraph # janusgraph-core # 0.5.2,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.janusgraph # janusgraph-cql # 0.5.2,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.janusgraph # janusgraph-driver # 0.5.2,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.janusgraph # janusgraph-lucene # 0.5.2,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.javatuples # javatuples # 1.2,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.lmdbjava # lmdbjava # 0.7.0,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.locationtech.spatial4j # spatial4j # 0.7,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.seleniumhq.selenium # htmlunit-driver # 2.36.0,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.seleniumhq.selenium # selenium-api # 3.141.59,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.seleniumhq.selenium # selenium-firefox-driver # 3.141.59,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.seleniumhq.selenium # selenium-remote-driver # 3.141.59,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.seleniumhq.selenium # selenium-support # 3.141.59,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.xerial.snappy # snappy-java # 1.0.5,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",xalan # serializer # 2.7.2,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",xalan # xalan # 2.7.2,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",xerces # xercesImpl # 2.12.0,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",xml-apis # xml-apis # 1.4.01,
Apache,"The Apache Software License, version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",info.picocli # picocli # 3.9.5,
Apache,"the Apache License, ASL Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0)",org.scalactic # scalactic_2.12 # 3.1.1,
BSD,BSD (http://www.jcabi.com/LICENSE.txt),com.jcabi # jcabi-log # 0.14,
BSD,BSD (http://www.jcabi.com/LICENSE.txt),com.jcabi # jcabi-manifests # 1.1,
BSD,BSD (LICENSE.txt),com.thoughtworks.paranamer # paranamer # 2.8,
BSD,BSD (http://asm.objectweb.org/license.html),org.ow2.asm # asm # 5.0.4,
BSD,BSD (http://asm.objectweb.org/license.html),org.ow2.asm # asm-analysis # 5.0.3,
BSD,BSD (http://asm.objectweb.org/license.html),org.ow2.asm # asm-commons # 5.0.3,
BSD,BSD (http://asm.objectweb.org/license.html),org.ow2.asm # asm-tree # 5.0.3,
BSD,BSD (http://asm.objectweb.org/license.html),org.ow2.asm # asm-util # 5.0.3,
BSD,BSD (https://github.com/sbt/test-interface/blob/master/LICENSE),org.scala-sbt # test-interface # 1.0,
BSD,BSD 2-Clause license (http://opensource.org/licenses/BSD-2-Clause),dnsjava # dnsjava # 2.1.7,
BSD,New BSD License (http://www.opensource.org/licenses/bsd-license.php),org.hamcrest # hamcrest-core # 1.3,
BSD,New BSD license (http://www.opensource.org/licenses/bsd-license.php),com.google.protobuf # protobuf-java # 2.5.0,
BSD,The BSD License (http://www.opensource.org/licenses/bsd-license.php),jline # jline # 2.14.6,
BSD,The BSD License (http://www.antlr.org/license.html),org.antlr # antlr4-runtime # 4.7.1,
BSD,The BSD License (http://www.opensource.org/licenses/bsd-license.php),org.codehaus.woodstox # stax2-api # 3.1.4,
BSD,The New BSD License (http://www.opensource.org/licenses/bsd-license.html),net.oneandone.reflections8 # reflections8 # 0.11.7,
BSD,The New BSD License (http://www.opensource.org/licenses/bsd-license.html),org.reflections # reflections # 0.9.12,
BSD,Two-clause BSD-style license (http://github.com/sbt/junit-interface/blob/master/LICENSE.txt),com.novocode # junit-interface # 0.11,
CC0,CC0 (http://creativecommons.org/publicdomain/zero/1.0/),org.reactivestreams # reactive-streams # 1.0.3,
CDDL,                 CDDL License              (http://www.opensource.org/licenses/cddl1.php),javax.ws.rs # jsr311-api # 1.1.1,
CDDL,Common Development and Distribution License (CDDL) v1.0 (https://glassfish.dev.java.net/public/CDDLv1.0.html),javax.activation # activation # 1.1,
Common Public License,Common Public License - v 1.0 (http://www-128.ibm.com/developerworks/library/os-cpl.html),com.github.jnr # jnr-posix # 3.0.44,
GPL,                 Dual license consisting of the CDDL v1.1 and GPL v2              (https://glassfish.java.net/public/CDDL+GPL_1_1.html),org.glassfish # javax.json # 1.0,
GPL,CDDL/GPLv2+CE (https://glassfish.java.net/public/CDDL+GPL_1_1.html),com.sun.mail # javax.mail # 1.5.6,
GPL,GPL2 w/ CPE (http://glassfish.java.net/public/CDDL+GPL_1_1.html),com.sun.jersey # jersey-client # 1.19,
GPL,GPL2 w/ CPE (http://glassfish.java.net/public/CDDL+GPL_1_1.html),com.sun.jersey # jersey-core # 1.19,
GPL,GPL2 w/ CPE (http://glassfish.java.net/public/CDDL+GPL_1_1.html),com.sun.jersey # jersey-json # 1.19,
GPL,GPL2 w/ CPE (http://glassfish.java.net/public/CDDL+GPL_1_1.html),com.sun.jersey # jersey-server # 1.19,
GPL,GPL2 w/ CPE (http://glassfish.java.net/public/CDDL+GPL_1_1.html),com.sun.jersey # jersey-servlet # 1.19,
GPL,GPL2 w/ CPE (http://glassfish.java.net/public/CDDL+GPL_1_1.html),com.sun.jersey.contribs # jersey-guice # 1.19,
GPL,GPL2 w/ CPE (https://glassfish.java.net/public/CDDL+GPL_1_1.html),com.sun.xml.bind # jaxb-impl # 2.2.3-1,
GPL,GPL2 w/ CPE (https://www.gnu.org/software/classpath/license.html),jakarta.transaction # jakarta.transaction-api # 1.3.3,
GPL,GPL2 w/ CPE (https://glassfish.java.net/public/CDDL+GPL_1_1.html),javax.xml.bind # jaxb-api # 2.2.11,
GPL with Classpath Extension,CDDL + GPLv2 with classpath exception (https://glassfish.dev.java.net/nonav/public/CDDL+GPL.html),javax.servlet # javax.servlet-api # 3.1.0,
LGPL,GNU Lesser General Public License (http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html),ch.qos.logback # logback-classic # 1.2.3,
LGPL,GNU Lesser General Public License (http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html),ch.qos.logback # logback-core # 1.2.3,
MIT,MIT (http://www.opensource.org/licenses/mit-license.php),com.github.scopt # scopt_2.12 # 4.0.0-RC2,
MIT,MIT License (http://www.opensource.org/licenses/mit-license.php),com.boundary # high-scale-lib # 1.0.6,
MIT,MIT License (http://www.opensource.org/licenses/mit-license.php),com.github.jnr # jnr-x86asm # 1.0.2,
MIT,MIT License (http://www.opensource.org/licenses/mit-license.php),com.github.jsurfer # jsurfer # 1.4.3,
MIT,MIT License (http://www.opensource.org/licenses/mit-license.php),com.github.jsurfer # jsurfer-core # 1.4.3,
MIT,MIT License (http://www.opensource.org/licenses/mit-license.php),com.github.jsurfer # jsurfer-jackson # 1.4.3,
MIT,MIT License (http://www.opensource.org/licenses/mit-license.php),org.brotli # dec # 0.1.2,
MIT,MIT License (http://www.opensource.org/licenses/mit-license.php),org.slf4j # jul-to-slf4j # 1.7.30,
MIT,MIT License (http://www.opensource.org/licenses/mit-license.php),org.slf4j # slf4j-api # 1.7.30,
MIT,The MIT License (http://www.opensource.org/licenses/mit-license.php),info.ganglia.gmetric4j # gmetric4j # 1.0.7,
MIT,The MIT License (http://opensource.org/licenses/MIT),org.checkerframework # checker-qual # 3.4.0,
Mozilla,MPL 1.1 (http://www.mozilla.org/MPL/MPL-1.1.html),org.javassist # javassist # 3.26.0-GA,
Mozilla,"Mozilla Public License, Version 2.0 (http://www.mozilla.org/MPL/2.0/index.txt)",net.sourceforge.htmlunit # htmlunit-core-js # 2.36.0,
Public Domain,Public Domain,aopalliance # aopalliance # 1.0,
unrecognized,Bouncy Castle Licence (http://www.bouncycastle.org/licence.html),org.bouncycastle # bcprov-jdk15on # 1.65,
unrecognized,EDL 1.0 (http://www.eclipse.org/org/documents/edl-v10.php),jakarta.activation # jakarta.activation-api # 1.2.2,
unrecognized,Eclipse Distribution License - v 1.0 (http://www.eclipse.org/org/documents/edl-v10.php),jakarta.xml.bind # jakarta.xml.bind-api # 2.3.3,
unrecognized,Eclipse Public License 1.0 (http://www.eclipse.org/legal/epl-v10.html),junit # junit # 4.13,
unrecognized,"Eclipse Publish License, Version 1.0 (https://github.com/locationtech/jts/blob/master/LICENSE_EPLv1.txt)",org.locationtech.jts # jts-core # 1.16.1,
unrecognized,ISC (https://opensource.org/licenses/isc-license),org.mindrot # jbcrypt # 0.4,
unrecognized,The Go license (https://golang.org/LICENSE),com.google.re2j # re2j # 1.1,
unrecognized,none specified (none specified),javax.servlet.jsp # jsp-api # 2.1,
unrecognized,none specified (none specified),org.codehaus.jettison # jettison # 1.1,
unrecognized,none specified (none specified),org.thp # client-common_2.12 # 4.0.0-1,
unrecognized,none specified (none specified),org.thp # cortex-client_2.12 # 4.0.0-1,
unrecognized,none specified (none specified),org.thp # cortex-dto_2.12 # 4.0.0-1,
unrecognized,none specified (none specified),org.thp # migrate_2.12 # 4.0.0-1,
unrecognized,none specified (none specified),org.thp # misp-client_2.12 # 4.0.0-1,
unrecognized,none specified (none specified),org.thp # scalligraph-core_2.12 # 0.1.0-SNAPSHOT,
unrecognized,none specified (none specified),org.thp # scalligraph-janusgraph_2.12 # 0.1.0-SNAPSHOT,
unrecognized,none specified (none specified),org.thp # scalligraph_2.12 # 0.1.0-SNAPSHOT,
unrecognized,none specified (none specified),org.thp # thehive-core_2.12 # 4.0.0-1,
unrecognized,none specified (none specified),org.thp # thehive-cortex_2.12 # 4.0.0-1,
unrecognized,none specified (none specified),org.thp # thehive-dto_2.12 # 4.0.0-1,
unrecognized,none specified (none specified),org.thp # thehive-frontend_2.12 # 4.0.0-1,
unrecognized,none specified (none specified),org.thp # thehive-misp_2.12 # 4.0.0-1,
